Partei: Nr.;Partei: Kurzbezeichnung;Partei: Name;These: Nr.;These: Titel;These: These;Position: Position;Position: Begründung
10;dieBasis;Basisdemokratische Partei Deutschland;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;neutral;Innerhalb der Partei dieBasis ist die Frage noch nicht abschließend geklärt. Zwar würden Zölle heimische Hersteller schützen, Arbeitsplätze sichern und Wettbewerbsbedingungen ausgleichen. Gleichzeitig könnten sie jedoch auch höhere Preise für Verbraucher, Handelskonflikte und mögliche Gegenmaßnahmen Chinas verursachen.
11;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Nein, ganz im Gegenteil. Während deutsche Autobauer E-Autos zum Jahreseinkommen ihrer Vorarbeiter anbieten, hat sich der chinesische Automarkt genau die Zielgruppe des deutschen kleinen Mannes und seiner Frau ausgeguckt, um unsere Straßen mit ihren Produkten zu überfluten! Das kann doch niemand wollen, daher sollten die Einfuhrzölle deutlich erhöht werden.
12;Die Gerechtigkeitspartei - Team Todenhöfer;Die Gerechtigkeitspartei - Team Todenhöfer;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Wir als Gerechtigkeitspartei erkennen die Notwendigkeit, den europäischen Markt und eigene Hersteller zu schützen. Doch gleichzeitig sehen wir die Gefahr eines Handelskriegs zwischen China und Europa, der unsere Wirtschaft erheblich treffen könnte. Kluge Wirtschaftsdiplomatie ist daher gefragt, um einen fairen Handel zu fördern, Spannungen zu vermeiden und langfristige, stabile Wirtschaftsbeziehungen aufzubauen, die beiden Seiten zugutekommen.
13;PIRATEN;Piratenpartei Deutschland;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;Deutschland und Europa müssen auf national subventionierte Produkte reagieren können.
14;Volt;Volt Deutschland;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;Volts Lösungen für nachhaltige Mobilität und einen fairen Wettbewerb im E-Auto-Markt setzen auf gezielte Förderung von Innovation und Wettbewerbsfähigkeit der europäischen Automobilindustrie bei gleichzeitig fairem Marktzugang für ausländische Hersteller. Wir vermeiden dabei Zölle und unterstützen die deutsche Automobilindustrie dabei die Produktion von E-Mobilität und anderen nachhaltigen Alternativen auszuweiten.
15;ÖDP;Ökologisch-Demokratische Partei - Die Naturschutzpartei;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;China hat sich über eine aggressive Subventionierung einiger Klimatechnologien in eine weltmarktbeherrschende Stellung gebracht. Um Produktionsstätten für Klimatechnologien in EU-Staaten aufzubauen, bedarf es einer Antidumping-Politik und einer entsprechenden Besteuerung importierter Elektroautos und anderer Waren (z.B. Windkraftanlagen und Photovoltaikanlagen) aus China.
16;Verjüngungsforschung;Partei für Verjüngungsforschung;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;neutral;Unsere Partei hat hierzu keine Position. Das einzige Ziel der Partei für Verjüngungsforschung ist, die Entwicklung von Medizin zu beschleunigen, mit der Menschen durch Verjüngung tausende Jahre gesund leben können. Pro Tag sterben weltweit über 100.000 Menschen am Altern und damit verbundenen Alterskrankheiten. Zukünftige Medizin wird diese Menschenleben wahrscheinlich retten können. Dafür sollen 10% des Bundeshaushaltes pro Jahr zusätzlich in diesen Bereich investiert werden.
17;PdH;Partei der Humanisten - Fakten, Freiheit, Fortschritt;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;neutral;Wir bekennen uns zum freien Welthandel und sehen die Vorteile, die er uns bringt. Deutschland und Europa sollen zunehmend unabhängiger von China werden, ohne durch hohe Zölle und Subventionen auf Exportgüter eine für alle schädliche Abschottungsspirale in Gang zu setzen. Wir müssen aber sowohl unsere deutsche Industrie als auch den gesamte europäischen Wirtschaftsstandort schützen.
18;Bündnis C;Bündnis C - Christen für Deutschland;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;
19;BP;Bayernpartei;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;
20;MLPD;Marxistisch-Leninistische Partei Deutschlands;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Die Zölle sind sozialchauvinistisch. Es ist eine Illusion, dass es den Arbeitern in Europa nützen würde, wenn die europäischen Monopole vor Konkurrenz aus China geschützt werden. Kapitalistische Wirtschaftskriege sind auch Bestandteil der Weltkriegsvorbereitung. Die MLPD wendet sich gegen das kapitalistische Konkurrenzdenken auf dem Rücken der Völker und unterstützt die länderübergreifende Einheit des weltweiten Industrieproletariats im Kampf für eine Welt ohne Ausbeutung und Unterdrückung.
21;MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;Zwischen 4 und 5% aller Arbeitsplätze hängen direkt oder Indirekt von der Automobilindustrie ab. Die Industrie hat aufgrund politischer Vorgaben hohe Summen in die Elektromobilität investiert. Deutsche Autokonzerne können in diesem Sektor kaum mit chinesischen Herstellern konkurrieren, da diese wesentlich günstigeren Zugang zu Batterien haben. Allgemein sollten Volkswirtschaften zu einem höchstmöglichen Grad autark sein. So viel wie möglich der Wertschöpfung sollte vor Ort geschehen.
22;PdF;Partei des Fortschritts;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;Die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos würde den Wettbewerb für europäische Hersteller gefährden, die unter strengeren Umwelt- und Sozialstandards produzieren. Stattdessen sollten nachhaltige Freihandelsabkommen mit europäischen Standards gefördert und Abhängigkeiten von China durch Diversifizierung der Handelsbeziehungen reduziert werden.
23;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Die SGP lehnt Wirtschaftsnationalismus und Protektionismus in jeglicher Form ab. Schon den beiden Weltkriegen gingen Handelskriege voraus, bei denen sich die imperialistischen Länder gegenseitig mit Strafzöllen überzogen. Auch heute müssen Arbeiter und Jugendliche dem „America First“ und „Europe First“ der herrschenden Klassen mit der internationalen Einheit der Arbeiterklasse entgegentreten und für eine sozialistische Perspektive kämpfen, um eine Katastrophe zu verhindern.
24;BüSo;Bürgerrechtsbewegung Solidarität;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Diese Zölle sind reine Geopolitik und haben nichts mit wirtschaftlicher Vernunft zu tun. Wir brauchen China als Handelspartner. Im übrigen dürfte sich der Import chinesischer Elektroautos nach Deutschland mit der gegenwärtigen inkompetenten Energiepolitik von selbst erledigen. Wieder einmal schießt sich Europa ins eigene Knie! Die angekündigten Entlassungen, wie bei VW, werden dadurch nicht rückgängig gemacht - im Gegenteil: das Sterben in der Autoindustrie wird nur noch beschleunigt.
25;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme nicht zu;BÜNDNIS DEUTSCHLAND setzt sich grundsätzlich für einen freien Welthandel ein. Soweit jedoch Staaten gegen die Kräfte des freien Marktes agieren wie China durch die Subvention der Produktion von heimischen Elektroautos, muss mit Zöllen reagiert werden.
26;BSW;Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Die erhöhten EU-Zölle auf chinesische Elektroautos schaden der deutschen Autoindustrie, da China im Gegenzug ebenfalls höhere Zölle auf europäische Fahrzeuge und Zulieferteile einführt. Für die Wettbewerbsfähigkeit deutscher Fahrzeuge auf dem chinesischen Markt ist eine Handelsbeziehung auf Augenhöhe ohne Zölle notwendig.
27;MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Die europäischen und deutschen Automobilhersteller verschlafen seit Jahren den Umstieg auf eine CO2-ärmere Flotte. Sie verfolgen bei den E-Autos weiter die Strategie zu SUVs und großen Luxuskarossen. Strafzölle auf E-Auto-Importe nehmen den Druck aus der längst fälligen Umstellung bei den heimischen Automobilherstellern. Sie lenken zudem ab von einem überfälligen umfassenden Konzept einer wahren Verkehrswende.
28;WerteUnion;WerteUnion;34;Abschaffung von Zöllen;Deutschland soll sich für die Abschaffung der erhöhten EU-Zölle auf chinesische Elektroautos einsetzen.;stimme zu;Anstelle der Erhebung von Schutzzöllen sollte die Automobilindustrie von Restriktionen bei der Entwicklung und Produktion verschiedener Antriebstechnologien befreit werden.
1;SPD;Sozialdemokratische Partei Deutschlands;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;Wir haben mit dem modernen Staatsangehörigkeitsgesetz wichtige Fortschritte erzielt. Wir stehen dafür, dass Menschen, die sich klar zur demokratischen Grundordnung bekennen und die strengen Einbürgerungsvoraussetzungen erfüllen, auch formal Bürgerinnen und Bürger unseres Landes werden sollen. Wir sind überzeugt, dass in einem modernen Einwanderungsland die Möglichkeit der Mehrstaatigkeit ein die Lebensrealität widerspiegelnder Aspekt ist, der Identifikation, Akzeptanz und Zusammenhalt stärkt.
2;CDU / CSU;Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme nicht zu;Wir lehnen die generelle Möglichkeit der doppelten Staatsbürgerschaft sowie ihre Vererbung über Generationen hinweg ab. Eine doppelte Staatsangehörigkeit sollte immer eine begründungspflichtige Ausnahme bleiben.
3;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;In einer zusammenwachsenden Welt ist es schon lange Realität, dass Menschen eine zweite Staatsbürgerschaft besitzen. Der Zugang zur Staatsbürgerschaft wirkt sich positiv auf die wirtschaftliche, soziale und politische Integration von Eingewanderten aus. Sie führt zu einem besseren Zugang zum Arbeitsmarkt. Diese Lebensrealität erkennen wir an.
4;FDP;Freie Demokratische Partei;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;Die FDP hat erreicht, dass Menschen nur dann eingebürgert werden können, wenn sie ihren eigenen Lebensunterhalt verdienen. Damit senden wir das Signal, dass sich Fleiß und Arbeitsleistung auszahlen. Antisemitische, rassistische, fremdenfeindliche Handlungen oder Motive sowie Straftaten oder eine Ablehnung des Grundgesetzes stellen strenge Ausschlussgründe dar. Die Mehrstaatigkeit wollen wir grundsätzlich zulassen.
5;AfD;Alternative für Deutschland;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme nicht zu;Wenn man die Staatsangehörigkeit, wie eh und je, begreift als ein spezielles Gewaltverhältnis zwischen Bürger und „seinem“ Staat, das mit besonderen Schutzpflichten für diesen und speziellen Loyalitätspflichten bis zur Aufopferung des Lebens für jenen verbunden ist, dann kann es regelhaft eine solche Beziehung nur zwischen Bürger und einem Staat geben. Besonders gelagerte Ausnahmefälle sind vorstellbar. Denen sollte man auch Rechnung tragen.
6;Die Linke;Die Linke;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;Wer hier lebt, soll unproblematisch die Staatsbürgerschaft bekommen und seine oder ihre demokratischen Rechte ausüben können. Doppelte Staatsbürgerschaft ist auch für Deutsche von Vorteil, die im Laufe des Lebens mehrere Lebensmittelpunkte haben. Die Möglichkeit zur doppelten Staatsbürgerschaft nimmt niemandem etwas weg. Sie macht vielen den Weg in die deutsche Gesellschaft einfacher.
7;SSW;Südschleswigscher Wählerverband;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;Als Partei der nationalen Minderheit der Dänen ist für den SSW klar: Es muss weiterhin erlaubt sein eine zweite Staatsbürgerschaft zu haben. Doppelte Staatsbürgerschaft ist kein Problem, sondern eine Bereicherung.
8;FREIE WÄHLER;FREIE WÄHLER;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme nicht zu;Wir wollen Doppelpässe mit Ländern außerhalb der EU auf wenige, individuell begründete Ausnahmefälle beschränken.
9;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;Wir unterstützen die doppelte Staatsbürgerschaft, da sie Integration fördert und die Verbindung zu Herkunftsländern stärkt. Dies trägt zu einer offenen, vielfältigen Gesellschaft bei. Wir lehnen jedoch ab, sie als Instrument zur Erleichterung von Abschiebungen zu nutzen, wie es von Parteien wie der AfD gefordert wird. Unsere Haltung basiert auf Respekt für Identität und Rechte, nicht auf Abschiebepolitik.
10;dieBasis;Basisdemokratische Partei Deutschland;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;neutral;Es gibt in unserer Partei eine rege Diskussion über das Für und Wider, zB bezüglich einer wirtschaftlichen Benachteiligung Deutschlands durch Bürger mit doppelter Staatsangehörigkeit. Der Erwerb der deutschen Staatsbürgerschaft sollte von Faktoren wie Integrationsfähigkeit, guten deutschen Sprachkenntnissen und Identifikation mit der Kultur abhängig gemacht werden. Niemand sollte gezwungen werden, die bisherige Staatsbürgerschaft dafür abzulegen, um Menschen nicht in innere Konflikte zu bringen.
11;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;35;Zweite Staatsbürgerschaft;In Deutschland soll es weiterhin generell möglich sein, neben der deutschen eine zweite Staatsbürgerschaft zu haben.;stimme zu;Wir haben Verständnis, dass man in den heutigen Zeiten einen Plan B braucht.
